tweet_id,tweet_text,tweet_classifications
664572844588732416,The Bell Curve #ScienceABook @midnight,NHMR
664552457624752129,@midnight Electronomicon: The book of the Ted Talks #ScienceABook,WPLY
664594897933082625,@midnight Where The Wild Things Used To Be But Aren't Anymore Thanks to Anthropogenic Climate Change #ScienceABook,OBSV
664543122035187712,A Wrinkle in Space-Time #ScienceABook #PointsMe @midnight,WPLY_OBSV
664546377830178816,The Sisterhood Of The Tantalum Pants #ScienceABook @midnight,WPLY_OBSV
664588300259336192,@midnight The Hunger Genes #ScienceABook,WPLY_OBSV
664589715283177472,The Da Vinci Genetic Code #ScienceABook @midnight #PointsMe,WPLY_OBSV
664545807236927488,The 7 Habits of Highly Theoretical People #ScienceABook @midnight,WPLY_OBSV
664584535447703553,@midnight Genetically Engineered Green Eggs and Ham #ScienceABook,WPLY_OBSV
664581866528366592,@HomeProbably IMO u should be winner #ScienceABook @midnight,NHMR
664565067455696896,He's just not that into U... U is uranium on the periodic table... @midnight #ScienceABook #PointsMe,WPLY_OBSV
664573407162421250,Infinite gestation #ScienceABook @midnight,WPLY_OBSV
664556104542773248,At the mountains of a psychological disorder. #ScienceABook @midnight,WPLY_OBSV
664565538958393344,Harry Potter and the Order of Operations @midnight #ScienceABook #PointsMe,WPLY_OBSV
664544819478310913,The Seven Spiritual Laws of Supernovas #ScienceABook #PointsMe @midnight,WPLY_OBSV
664555212678389761,@midnight Dolores chlorophyll #ScienceABook,WPLY_OBSV
664558963325714432,The diary of Neil Degrasse Tyson #ScienceABook @midnight #PointsMe,OBSV
664547675610681345,The Graduate-d Cylinder #ScienceABook #PointsMe @midnight,WPLY_OBSV
664592337268555777,"A More Convenient Truth: Planet is Warm, Sun is Hot, and Money Comes From Gold. #ScienceABook @midnight",WPLY_OBSV
664558291997995008,Radian of Repose #ScienceABook @midnight,WPLY_OBSV
664558958309343232,"Catch 22, Sodium 23 #ScienceABook @midnight",WPLY_OBSV
664574389753479168,The Cassini-Huygens of Navarone @midnight #ScienceABook,WPLY_OBSV
664545282881884161,#ScienceABook The Unbearable Lightness of Helium @midnight,WPLY_OBSV
664588346186969089,The world according to the theory of garp! #ScienceABook @midnight @mightydrthor,WPLY_OBSV
664551456985366528,A Tale of Two Colliding Particles #ScienceABook #hashtagwars @midnight,WPLY_OBSV
664554017394159616,@midnight The Amazing Arachnid-Human Hybrid #ScienceABook,WPLY_OBSV
664575576951402496,@midnight #ScienceABook #PointsMe Goodnight Moon and Other Celestial Bodies,WPLY_OBSV
664344694151733248,The Higgs Boson's Guide to the Galaxy #ScienceABook @midnight,WPLY_OBSV
664542847874433024,#ScienceABook @midnight. A Song of Fire and Isotopes,WPLY_OBSV
664567879816249345,The Adventures of Higgs-boson Finn #ScienceABook #PointsMe @midnight,WPLY_OBSV
664583102308552705,Being mortar and pestle #ScienceABook @midnight,WPLY_OBSV
664569126929702912,@midnight The Catcher in the Nye #ScienceABook,WPLY_OBSV
664576537316958208,@midnight #pointsme #scienceabook Harry Potter and the Chamber of Coelacanths,WPLY_OBSV
664589429214830592,The Scarlet Atomic Number #ScienceABook @midnight,WPLY_OBSV
664549101304836096,@midnight #ScienceABook If I did it (In the Laboratory),WPLY_OBSV
664585087141351424,@midnight #ScienceABook Schrdinger's Cat in the Hat,WPLY_OBSV
664571652043317248,Freak the Mitochondria #ScienceABook @midnight,WPLY_OBSV
664549156132900864,#ScienceABook #PointsMe @midnight One Fish Two Fish Red Fish Petri Dish,WPLY_OBSV
664563251221389312,The Saganic Verses #ScienceABook @midnight,WPLY_OBSV
664589720010121216,Great Expectations as x Goes to Inifinity #ScienceABook @midnight,WPLY_OBSV
664589109437063168,Great expectations of a predictable outcome #ScienceABook @midnight @mightydrthor,WPLY_OBSV
664561213054021632,Harry Potter and the quartz rich stone @midnight #ScienceABook,WPLY_OBSV
664542681188581376,@midnight The Hour After Sunset and before Sunrise -Stephanie Meyer #ScienceABook,WPLY_OBSV
664571966385291264,"Harry Potter and the Chamber of Hypothesis, Experiment, Record Data, and Publish Results for Peer Review #ScienceABook #PointsMe @midnight",WPLY_OBSV
664330517857198080,The Hunchback of Notre Hadron #ScienceABook @midnight,WPLY_OBSV
664593503268315136,@midnight The House on Mangifera Indica Street #ScienceABook,WPLY_OBSV
664560249118965760,I Am Academia (and so can you!) #ScienceABook @midnight,WPLY_OBSV
664557467951501312,From Helium to Eternity #ScienceABook @midnight,WPLY_OBSV
664581552232353793,Old Mother Hubble Telescope @midnight #ScienceABook,WPLY_OBSV
664559731223060480,A Tale of Two Petris #ScienceABook @midnight,WPLY_OBSV
664542174223036416,@midnight Do Robots Dream of Electric Ovis Aries #ScienceABook,WPLY_OBSV
664582908368306176,"@midnight ""World War Zn"" #ScienceABook",WPLY_OBSV
664577602187849728,#ScienceABook @midnight #PointsMe HydroGen X. Cops https://t.co/uH3kUxebc4,WPLY_OBSV
664548031459528705,Nancy Drew and the Mystery of Professional Underrepresentation #ScienceABook @midnight,WPLY_OBSV
664546361619165184,I Hope They Serve Beer in The Dimension Under Ours. #ScienceABook #PointsMe @midnight,WPLY_OBSV
664543772273840128,@midnight The Nerdist Way: How to Reach Transcendence #ScienceABook,WPLY_OBSV
664595053311082496,Brave New Macrocosm #ScienceABook @midnight,WPLY_OBSV
664591082089525252,@midnight The Lord of the Ring Galaxies #ScienceABook,WPLY_OBSV
664590384891326465,Charles and evolution @midnight #ScienceABook,WPLY_OBSV
664546731850231808,Harry Potter and the Goblet of Combustion @midnight #ScienceABook,WPLY_OBSV
664560703617937408,@midnight #ScienceABook The Lord of Saturn's Rings #PointsMe,WPLY_OBSV
664580174571286528,Paradox Lost #ScienceABook @midnight,WPLY_OBSV
664550103416352768,"""The Secretion"" @midnight #ScienceABook",WPLY_OBSV
664584598370684928,Microscopic Women @midnight @hardwick #ScienceABook #PointsMe,WPLY_OBSV
664571926182948864,The Book Qua-Czar #ScienceABook @midnight,WPLY_OBSV
664301084400328704,What to Expect When You're Experimenting #ScienceABook @midnight,WPLY_OBSV
664312800064466944,The Little Enzyme That Could #ScienceABook @midnight,WPLY_OBSV
664582060296638465,@midnight #ScienceABook 50 shades of gray anatomy,WPLY_OBSV
664585724470140930,Lord of the Ring Planets #ScienceABook @midnight,WPLY_OBSV
664589651181572096,The Bible: Now With Dinosaurs #ScienceABook @midnight,WPLY_OBSV
664576872471117824,The Big Bang Bible #ScienceABook @midnight,WPLY_OBSV
664584205234364416,@midnight The Bible With a Forward by Charles Darwin #ScienceABook,OBSV
664585217584164864,"Ingest Nutrition, Supplicate to a Nonexistent Deity, Feel the Effects of Oxytocin @midnight #ScienceABook",OBSV
664591457953718272,@midnight Empirical Hypothesis-Driven Tests of First Philosophy #ScienceABook,WPLY_OBSV
664544160444100608,@midnight The Organs of Species #ScienceABook,WPLY_OBSV
664554332042342400,Adventures of Huckleberry Darwin #ScienceABook @midnight,WPLY_OBSV
664568148318793728,H2O-ship Down #ScienceABook #PointsMe @midnight,WPLY_OBSV
664572191304843264,Plateletlle Woman #ScienceABook @midnight,WPLY_OBSV
664582080076996608,Harry Potter And The Phosphorous Stone #ScienceABook @midnight,WPLY_OBSV
664584035985981441,"@midnight ""Tales of a Fourth Grade Quantum-Mechanical Vacuum"" #ScienceABook",WPLY_OBSV
664587680131383296,@midnight #ScienceABook Willy Wonka and The fermentation of cocoa nuts powder Factory,WPLY_OBSV
664550439388516352,A Texas textbook with actual facts in it #ScienceABook @midnight,OBSV
664595424431460352,I know it's for @midnight but #ScienceABook reminds me of how often I read articles by scientists who think they've just invented rhetoric.,NHMR
664551690461437953,@midnight Lord of the String Theory #ScienceABook,WPLY_OBSV
664549334118100992,@midnight #ScienceABook If I Did It in the Laboratory with a Pestule,WPLY_OBSV
664568385154322432,The Prince and the Particle Accelerator #ScienceABook #PointsMe @midnight,WPLY_OBSV
664552930696146945,@midnight 3.7x10^-4 AU Under the Sea #ScienceABook,WPLY_OBSV
664575737257660416,Henry cavendish and the chamber of hydrogen #ScienceABook #PointsMe @midnight,WPLY_OBSV
664595844356841472,Life of 3.141592653589793238462643383279502884197169399375105820974944592307816406286 2089986280348253421170679821...#ScienceABook @midnight,WPLY_OBSV
