tweet_id,tweet_text,tweet_classifications
723181556878041089,@midnight @TyLabine @steveagee @TonyDanza @DougBenson This is an easy one DOUG BENSON...that is all #420Celebs,OBSV
723202885127794690,@midnight Stonan O'Brien #420Celebs #JointsMe #PointsMe,OBSV_WPLY
723175415725088768,David Hasslehuff #420Celebs @midnight,OBSV_WPLY
723174196243775488,Norman Weedus #420Celebs @midnight,OBSV_WPLY
723170754091569152,Patchoulia Louis-Dreyfus #420Celebs @midnight,OBSV_WPLY
723176155457708032,Anne Hash #420Celebs @midnight,OBSV_WPLY
723198463484121089,Dame Judi Dank @midnight #420Celebs,OBSV_WPLY
723179221346975745,@midnight John Lee hookah #420Celebs,OBSV_WPLY
723194315221016576,#420Celebs @midnight Daniel Radspliffe as Harry Pothead,OBSV_WPLY
723203486507098112,@midnight Nicole Munchie #420Celebs #JointsMe #PointsMe,OBSV_WPLY
723192360788582402,#420Celebs @midnight Woody Harrelstems,OBSV_WPLY
723189994907525120,Rollin' Atkinson #420Celebs @midnight,OBSV_WPLY
723183071336353794,Gwen Spliffani #420Celebs @midnight,OBSV_WPLY
723177180256210944,@midnight Barack Obonga #420Celebs,OBSV_WPLY
723172708981166080,Sesh Green #420Celebs @midnight,OBSV_WPLY
723178511033241601,#420Celebs Kief Richards @midnight,OBSV_WPLY
723203053160116224,@midnight #420Celebs Shaqed,OBSV_WPLY
723193484388143110,#420Celebs Selma Hukka @midnight,OBSV_WPLY
723201880122265601,@midnight #420Celebs Taylor Spliffed,OBSV_WPLY
723197833797464068,@midnight #420Celebs Bud Holly,OBSV_WPLY
723199815350276097,#420Celebs @midnight Billy Bong Thorton,OBSV_WPLY
723176938206957572,@midnight Opium Winfrey #420Celebs,OBSV_WPLY
723204726217547776,@midnight Sylvester Sostoned #420celebs,OBSV_WPLY
723196966457466880,@midnight #420celebs President Barrack Obonga,OBSV_WPLY
723201304823255040,Humphrey Bogart #420Celebs @midnight,NHMR
723176844971790336,@midnight Michael J. (Hot) Box #420Celebs,OBSV_WPLY
723178744588939264,Stoned Old Steve Austin @midnight #420Celebs,OBSV_WPLY
723201775268810753,Dj khaLIT @midnight #420celebs,OBSV_WPLY
723200022200750081,@midnight #420Celebs George W Kush,OBSV_WPLY
723200878790873088,@midnight #420Celebs Packin Oswalt,OBSV_WPLY
723204174372962304,@midnight Jonah Hookah #420Celebs #JointsMe #PointsMe,OBSV_WPLY
723181732275474432,@midnight Neil DeGrass-Tyson #420Celebs,OBSV_WPLY
723186737439215616,@midnight #420Celebs Bong Pardo,OBSV_WPLY
723173135940382722,Christopher Weeds #420Celebs @midnight,OBSV_WPLY
723178691124158464,Bong Rip Torn @midnight #420Celebs,OBSV_WPLY
723175223407730688,Puff Puff Pass Daddy. @midnight #420Celebs,OBSV_WPLY
723178027039891457,Justin Dank Smoak #420Celebs @midnight,OBSV_WPLY
723171800025194497,Crystals Gayle #420Celebs @midnight,OBSV_WPLY
723199593798881280,#420Celebs .@midnight Cardinal KUSHing @hardwick https://t.co/VUnqQXgAmI,OBSV_WPLY
723171631833583616,Johnny Cashed #420Celebs @midnight,OBSV_WPLY
723184723770662912,@midnight Cottonmouth Mathers #420Celebs https://t.co/7oUmxYBHdy,OBSV_WPLY
723200592118583296,@midnight #420Celebs Donald Bluntf,OBSV_WPLY
723174090832388098,Norman Weedus. @midnight #420Celebs,OBSV_WPLY
723194035691646977,#420Celebs @midnight Chronica Lewinsky,OBSV_WPLY
723186675950690304,Morgan Weedman #420Celebs @midnight,OBSV_WPLY
723179969988407297,@midnight #420celebs Keef Richards,OBSV_WPLY
723199363724546048,@midnight Doug Bongson #420Celebs,OBSV_WPLY
723183761811116033,Mary J. Blaze @midnight #420celebs,OBSV_WPLY
723175905477058564,@midnight #420Celebs Sylvester Soooostoned,OBSV_WPLY
723201960854179842,Chris harsh-hit @midnight #420celebs,OBSV_WPLY
723182089995165697,@midnight #420Celebs Deal DaGrass Buysome,OBSV_WPLY
723186463936913408,Jordan Sparks a fatty #420Celebs @midnight,OBSV_WPLY
723185088670752769,Doobie Gillis #420Celebs @midnight,OBSV_WPLY
723187577470091264,Vape Vigoda #420Celebs @midnight,OBSV_WPLY
723178716579291136,Charles Nelson Highly #420Celebs @midnight,OBSV_WPLY
723181445141897217,Drew Trees #420Celebs @midnight,OBSV_WPLY
723189023301197824,"@midnight George W, Kush...explains a lot... #420celebs",OBSV_WPLY
723183001367134209,Bruce Bongleitner #420Celebs @midnight,OBSV_WPLY
723178302588878848,#420Celebs Ripped Taylor @midnight,OBSV_WPLY
723204915963686913,@midnight Chronica Blew-insky. #420celebs,OBSV_WPLY
723186546803806211,@midnight Mary Jane and Ashely Toking #420Celebs,OBSV_WPLY
723187727357743104,@midnight Richard Prior drug offences #420Celebs,OBSV_WPLY
723197533699235842,@midnight #420Celebs Mary Jane Seymour,OBSV_WPLY
723202718706241536,@midnight Tokie O'Donnell #420Celebs #JointsMe #PointsMe,OBSV_WPLY
723174750223134720,Bogart &amp; Misspell Obama #420celebs @midnight,OBSV
723199133482385408,Kim Bong-Il @midnight #420Celebs just because,OBSV_WPLY
723202609620746242,Barack Obong #420Celebs @midnight,OBSV_WPLY
723178575331876865,#420Celebs Chris Hempwick @midnight,OBSV_WPLY
723204633083154432,Emmanuel Kant remember st #420Celebs @midnight,OBSV_WPLY
723187978814681088,@midnight William who's Holdin' #420Celebs,OBSV_WPLY
723173088146284544,@midnight Spliffany-Amber Thiessen #420Celebs,OBSV_WPLY
723175256559493122,Justin Reefer #420Celebs @midnight @justinbieber,OBSV_WPLY
723179013636775936,Keith Herban #420Celebs @midnight,OBSV_WPLY
723172231761805312,Snoop D O Double Giggle #420Celebs @midnight,OBSV_WPLY
723204280002301953,@midnight January--WHOA. #420Celebs #JointsMe #PointsMe,NHMR
723189768767549440,#420celebs .@midnight BONEy James https://t.co/GGUfwfcgn1,OBSV_WPLY
722994274736861184,Jay Jay Abrams #420Celebs @midnight,OBSV_WPLY
722992936510586882,Ellie Hemper #420Celebs @midnight,OBSV_WPLY
723015696867840000,#420Celebs @midnight Martin Scores Easy,OBSV_WPLY
722996046507298821,Holly Blunter #420Celebs @midnight,OBSV_WPLY
722995659742302208,Baked Lively #420Celebs @midnight,OBSV_WPLY
722994588063916032,Edible Murphy #420Celebs @midnight,OBSV_WPLY
